task_id,occupation,task_text,ability_name,weight,uncertain
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Deductive Reasoning,3,1
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Inductive Reasoning,2,1
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Mathematical Reasoning?,1,1
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Oral Comprehension,2,1
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Problem Sensitivity,2,1
13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,Written Comprehension,2,1
13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,Deductive Reasoning,2,0
13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,Information Ordering,2,0
13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,Oral Expression,2,0
13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,Written Comprehension,2,0
13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,Written Expression,2,0
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Fluency of Ideas,2,1
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Manual Dexterity,2,1
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Near Vision,2,1
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Originality,2,1
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Spatial Orientation?,1,1
13195,Demonstrators and Product Promoters,Set up and arrange displays or demonstration areas to attract the attention of prospective customers.,Visualization,2,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Gross Body Coordination,1,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Information Ordering,2,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Near Vision,2,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Originality?,1,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Visual Color Discrimination,2,1
13219,Models,"Assemble and maintain portfolios, print composite cards, and travel to go-sees to obtain jobs.",Written Expression,1,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Information Ordering,2,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Manual Dexterity,2,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Oral Comprehension,2,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Oral Expression,3,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Persuasion?,1,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Speech Clarity,3,1
13233,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Explain products or services and prices and demonstrate use of products.,Written Comprehension,1,1
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Deductive Reasoning,2,0
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Information Ordering,2,0
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Oral Comprehension,2,0
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Oral Expression,3,0
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Speech Clarity,2,0
13235,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Arrange buying parties and solicit sponsorship of such parties to sell merchandise.,Written Expression,1,0
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Finger Dexterity,3,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Information Ordering,3,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Near Vision,2,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Oral Comprehension?,1,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Perceptual Speed,2,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Selective Attention,3,1
13280,"Mail Clerks and Mail Machine Operators, Except Postal Service",Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,Written Comprehension,2,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Arm-Hand Steadiness,3,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Deductive Reasoning,2,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Finger Dexterity,3,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Manual Dexterity,3,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Mathematical Reasoning?,1,1
13281,"Mail Clerks and Mail Machine Operators, Except Postal Service","Adjust guides, rollers, loose card inserters, weighing machines, and tying arms, using rules and hand tools.",Near Vision,2,1
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Manual Dexterity,2,0
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Near Vision,2,0
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Oral Comprehension,1,0
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Problem Sensitivity,2,0
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Selective Attention,2,0
13282,"Mail Clerks and Mail Machine Operators, Except Postal Service","Accept and check containers of mail or parcels from large volume mailers, couriers, and contractors.",Written Comprehension,2,0
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Arm-Hand Steadiness,2,1
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Deductive Reasoning,2,1
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Finger Dexterity,2,1
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Manual Dexterity,3,1
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Mathematical Reasoning?,1,1
13293,"Office Machine Operators, Except Computer","Set up and adjust machines, regulating factors such as speed, ink flow, focus, and number of copies.",Near Vision,2,1
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Deductive Reasoning,2,0
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Manual Dexterity,2,0
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Near Vision,2,0
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Problem Sensitivity,3,0
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Reaction Time,2,0
13294,"Office Machine Operators, Except Computer","Monitor machine operation, and make adjustments as necessary to ensure proper operation.",Selective Attention,3,0
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Deductive Reasoning,2,1
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Information Ordering,2,1
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Mathematical Reasoning?,1,1
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Oral Comprehension,2,1
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Oral Expression,2,1
14839,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",Problem Sensitivity,2,1
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Inductive Reasoning,2,0
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Memorization,2,0
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Oral Comprehension,3,0
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Oral Expression,2,0
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Written Comprehension,2,0
15250,Physical Therapist Assistants,"Attend or conduct continuing education courses, seminars, or in-service activities.",Written Expression,1,0
15865,Logistics Engineers,Design plant distribution centers.,Deductive Reasoning,3,0
15865,Logistics Engineers,Design plant distribution centers.,Inductive Reasoning,2,0
15865,Logistics Engineers,Design plant distribution centers.,Mathematical Reasoning,2,0
15865,Logistics Engineers,Design plant distribution centers.,Originality,2,0
15865,Logistics Engineers,Design plant distribution centers.,Spatial Orientation,2,0
15865,Logistics Engineers,Design plant distribution centers.,Visualization,3,0
15865,Logistics Engineers,Design plant distribution centers.,Written Expression,2,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Deductive Reasoning,3,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Information Ordering,2,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Mathematical Reasoning,2,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Problem Sensitivity,2,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Visualization,2,0
15866,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",Written Expression,3,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Deductive Reasoning,2,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Inductive Reasoning,3,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Oral Expression,2,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Originality,2,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Problem Sensitivity,2,0
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,Written Expression,3,0
15957,Business Continuity Planners,"Review existing disaster recovery, crisis management, or business continuity plans.",Deductive Reasoning,3,0
15957,Business Continuity Planners,"Review existing disaster recovery, crisis management, or business continuity plans.",Inductive Reasoning,2,0
15957,Business Continuity Planners,"Review existing disaster recovery, crisis management, or business continuity plans.",Information Ordering,2,0
15957,Business Continuity Planners,"Review existing disaster recovery, crisis management, or business continuity plans.",Problem Sensitivity,3,0
15957,Business Continuity Planners,"Review existing disaster recovery, crisis management, or business continuity plans.",Written Comprehension,3,0
15987,Financial Quantitative Analysts,Maintain or modify all financial analytic models in use.,Deductive Reasoning,3,0
15987,Financial Quantitative Analysts,Maintain or modify all financial analytic models in use.,Mathematical Reasoning,3,0
15987,Financial Quantitative Analysts,Maintain or modify all financial analytic models in use.,Number Facility,2,0
15987,Financial Quantitative Analysts,Maintain or modify all financial analytic models in use.,Problem Sensitivity,2,0
15987,Financial Quantitative Analysts,Maintain or modify all financial analytic models in use.,Written Comprehension,2,0
15989,Financial Quantitative Analysts,Interpret results of financial analysis procedures.,Deductive Reasoning,3,0
15989,Financial Quantitative Analysts,Interpret results of financial analysis procedures.,Inductive Reasoning,3,0
15989,Financial Quantitative Analysts,Interpret results of financial analysis procedures.,Mathematical Reasoning,2,0
15989,Financial Quantitative Analysts,Interpret results of financial analysis procedures.,Oral Expression,2,0
15989,Financial Quantitative Analysts,Interpret results of financial analysis procedures.,Written Comprehension,2,0
16035,"Fraud Examiners, Investigators and Analysts",Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,Inductive Reasoning,2,0
16035,"Fraud Examiners, Investigators and Analysts",Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,Information Ordering,2,0
16035,"Fraud Examiners, Investigators and Analysts",Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,Memorization,2,0
16035,"Fraud Examiners, Investigators and Analysts",Maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.,Written Comprehension,3,0
16041,"Fraud Examiners, Investigators and Analysts",Conduct field surveillance to gather case-related information.,Auditory Attention,2,0
16041,"Fraud Examiners, Investigators and Analysts",Conduct field surveillance to gather case-related information.,Far Vision,2,0
16041,"Fraud Examiners, Investigators and Analysts",Conduct field surveillance to gather case-related information.,Near Vision,2,0
16041,"Fraud Examiners, Investigators and Analysts",Conduct field surveillance to gather case-related information.,Problem Sensitivity,2,0
16041,"Fraud Examiners, Investigators and Analysts",Conduct field surveillance to gather case-related information.,Selective Attention,3,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Deductive Reasoning,2,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Inductive Reasoning,3,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Information Ordering,2,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Mathematical Reasoning,3,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Number Facility,3,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Perceptual Speed,1,0
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost p",Written Comprehension,2,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Deductive Reasoning,2,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Inductive Reasoning,2,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Oral Comprehension,3,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Oral Expression,3,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Speech Clarity,2,0
17065,Allergists and Immunologists,Provide allergy or immunology consultation or education to physicians or other health care providers.,Written Expression,2,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Deductive Reasoning,3,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Inductive Reasoning,2,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Near Vision,1,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Problem Sensitivity,3,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Written Comprehension,2,0
17084,Dermatologists,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocrinologic tests.",Written Expression,2,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Arm-Hand Steadiness,3,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Control Precision,3,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Depth Perception,2,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Finger Dexterity,3,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Manual Dexterity,3,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Near Vision,3,0
17090,Dermatologists,"Perform skin surgery to improve appearance, make early diagnoses, or control diseases such as skin cancer.",Problem Sensitivity,3,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Deductive Reasoning,2,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Inductive Reasoning,2,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Oral Comprehension,2,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Oral Expression,3,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Speech Clarity,3,0
17159,"Ophthalmologists, Except Pediatric",Provide ophthalmic consultation to other medical professionals.,Written Expression,2,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Inductive Reasoning,2,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Information Ordering,1,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Memorization,2,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Oral Comprehension,2,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Speech Recognition,1,0
17180,"Physicians, Pathologists","Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in pathology.",Written Comprehension,3,0
17260,Sports Medicine Physicians,"Develop and prescribe exercise programs, such as off-season conditioning regimens.",Deductive Reasoning,3,0
17260,Sports Medicine Physicians,"Develop and prescribe exercise programs, such as off-season conditioning regimens.",Inductive Reasoning,2,0
17260,Sports Medicine Physicians,"Develop and prescribe exercise programs, such as off-season conditioning regimens.",Originality,2,0
17260,Sports Medicine Physicians,"Develop and prescribe exercise programs, such as off-season conditioning regimens.",Problem Sensitivity,1,0
17260,Sports Medicine Physicians,"Develop and prescribe exercise programs, such as off-season conditioning regimens.",Written Expression,2,0
17270,Sports Medicine Physicians,Provide education and counseling on illness and injury prevention.,Deductive Reasoning,1,0
17270,Sports Medicine Physicians,Provide education and counseling on illness and injury prevention.,Oral Comprehension,2,0
17270,Sports Medicine Physicians,Provide education and counseling on illness and injury prevention.,Oral Expression,3,0
17314,Advanced Practice Psychiatric Nurses,Direct or provide home health services.,Deductive Reasoning,2,0
17314,Advanced Practice Psychiatric Nurses,Direct or provide home health services.,Oral Expression,2,0
17314,Advanced Practice Psychiatric Nurses,Direct or provide home health services.,Problem Sensitivity,2,0
17314,Advanced Practice Psychiatric Nurses,Direct or provide home health services.,Time Sharing,1,0
17325,Advanced Practice Psychiatric Nurses,Develop and implement treatment plans.,Deductive Reasoning,3,0
17325,Advanced Practice Psychiatric Nurses,Develop and implement treatment plans.,Inductive Reasoning,2,0
17325,Advanced Practice Psychiatric Nurses,Develop and implement treatment plans.,Originality,1,0
17325,Advanced Practice Psychiatric Nurses,Develop and implement treatment plans.,Problem Sensitivity,2,0
17325,Advanced Practice Psychiatric Nurses,Develop and implement treatment plans.,Written Expression,1,0
17350,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Deductive Reasoning,3,0
17350,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Inductive Reasoning,2,0
17350,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Oral Comprehension,2,0
17350,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Originality,2,0
17350,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Problem Sensitivity,2,0
17368,Acupuncturists,"Apply heat or cold therapy to patients using materials, such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, or vapor coolants.",Arm-Hand Steadiness,2,0
17368,Acupuncturists,"Apply heat or cold therapy to patients using materials, such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, or vapor coolants.",Deductive Reasoning,2,0
17368,Acupuncturists,"Apply heat or cold therapy to patients using materials, such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, or vapor coolants.",Near Vision,1,0
17368,Acupuncturists,"Apply heat or cold therapy to patients using materials, such as heat pads, hydrocollator packs, warm compresses, cold compresses, heat lamps, or vapor coolants.",Problem Sensitivity,1,0
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Deductive Reasoning,3,1
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Inductive Reasoning,3,1
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Information Ordering,2,1
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Mathematical Reasoning?,1,1
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Problem Sensitivity,2,1
17384,Cytogenetic Technologists,Determine optimal time sequences and methods for manual or robotic cell harvests.,Written Comprehension,1,1
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Finger Dexterity,2,0
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Information Ordering,3,0
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Manual Dexterity,3,0
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Near Vision,2,0
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Problem Sensitivity,1,0
17388,Cytogenetic Technologists,"Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.",Written Comprehension,2,0
